,src,dst,ts,label,idx
22364,33504,3175,40.0,0.0,1156
142,20191,20195,40.0,0.0,1164
141,20190,20195,40.0,0.0,1163
140,20189,20195,40.0,0.0,1162
139,20187,20195,40.0,0.0,1160
143,20192,20195,40.0,0.0,1165
22368,34457,5762,41.0,0.0,1176
22366,33505,3175,41.0,0.0,1169
153,17063,17059,41.0,0.0,1188
155,17065,17059,41.0,0.0,1190
154,17064,17059,41.0,0.0,1189
150,13505,13503,41.0,0.0,1185
157,17067,17059,41.0,0.0,1192
158,17068,17059,41.0,0.0,1193
147,13500,13503,41.0,0.0,1180
146,5766,5762,41.0,0.0,1179
148,13501,13503,41.0,0.0,1181
151,17061,17059,41.0,0.0,1186
22374,36623,17059,42.0,0.0,1301
22370,36619,17059,42.0,0.0,1297
22371,36620,17059,42.0,0.0,1298
22372,36621,17059,42.0,0.0,1299
22376,36625,17059,42.0,0.0,1303
22375,36624,17059,42.0,0.0,1302
22373,36622,17059,42.0,0.0,1300
164,13508,13503,42.0,0.0,1280
171,17070,17059,42.0,0.0,1296
170,17069,17059,42.0,0.0,1294
169,15200,15208,42.0,0.0,1292
168,13512,13503,42.0,0.0,1289
167,13511,13503,42.0,0.0,1288
166,13510,13503,42.0,0.0,1285
165,13509,13503,42.0,0.0,1282
163,13507,13503,42.0,0.0,1279
161,13506,13503,42.0,0.0,1276
159,3229,3175,42.0,0.0,1271
156,17066,17059,42.0,0.0,1295
172,27438,27437,42.0,0.0,1310
149,13504,13503,42.0,0.0,1290
179,15202,15208,43.0,0.0,1331
173,3231,3175,43.0,0.0,1313
178,13518,13503,43.0,0.0,1330
177,13517,13503,43.0,0.0,1329
33,3198,3175,43.0,0.0,1312
174,6779,6781,43.0,0.0,1318
22377,33506,3175,43.0,0.0,1311
176,13514,13503,43.0,0.0,1325
22384,38332,27437,44.0,0.0,1393
22383,36144,13503,44.0,0.0,1350
22382,34459,5762,44.0,0.0,1346
196,17090,17059,44.0,0.0,1375
194,17087,17059,44.0,0.0,1372
22381,33510,3175,44.0,0.0,1342
192,17083,17059,44.0,0.0,1368
191,17082,17059,44.0,0.0,1367
190,17081,17059,44.0,0.0,1366
189,17080,17059,44.0,0.0,1365
188,17079,17059,44.0,0.0,1364
195,17088,17059,44.0,0.0,1373
180,3232,3175,44.0,0.0,1340
22380,33509,3175,44.0,0.0,1341
39,3205,3175,44.0,0.0,1335
186,17074,17059,44.0,0.0,1359
185,17072,17059,44.0,0.0,1357
184,17071,17059,44.0,0.0,1356
183,15203,15208,44.0,0.0,1352
181,3656,3651,44.0,0.0,1343
22378,33507,3175,44.0,0.0,1338
182,13520,13503,44.0,0.0,1351
187,17076,17059,44.0,0.0,1361
22365,36273,15102,45.0,0.0,1406
1,23672,37683,45.0,1.0,1421
22388,33514,3175,45.0,0.0,1398
22389,36627,17059,45.0,0.0,1408
22390,36628,17059,45.0,0.0,1409
22391,36629,17059,45.0,0.0,1410
22387,33513,3175,45.0,0.0,1397
22386,33512,3175,45.0,0.0,1395
202,13522,13503,45.0,0.0,1405
201,13521,13503,45.0,0.0,1404
200,5767,5762,45.0,0.0,1402
199,3744,3745,45.0,0.0,1401
198,3743,3745,45.0,0.0,1400
197,3233,3175,45.0,0.0,1396
22392,36631,17059,45.0,0.0,1412
22385,33511,3175,45.0,0.0,1394
22393,37683,23672,45.0,0.0,1421
203,3234,3175,46.0,0.0,1424
22395,36146,13503,46.0,0.0,1430
22399,38333,27437,46.0,0.0,1458
204,17092,17059,46.0,0.0,1451
22394,36145,13503,46.0,0.0,1427
22401,33515,3175,47.0,0.0,1464
